tire_id,ust_file,alt_file,ust_status,alt_status,elapsed_s,ebat,ebat_conf,hiz_grubu,hiz_grubu_conf,marka,marka_conf,desen,desen_conf,mevsim,mevsim_conf,dot,dot_conf,ekstra_lot,uretim_yeri,uretim_yeri_conf,tup,tup_conf
base,Ust.jpg,Alt.jpg,ok,ok,71.1,155/70 R13,5.0,75T,1.94,Continental,14.44,EcoContact 6,6.69,Yaz,3.6,,0.0,S2W2R3B | 03H536 | 1POLYESTER | 70R1375T | 52W2R3B | CONTACT6,Romania,2.29,Tüpsüz,4.07
0,Ust_0.jpg,Alt_0.jpg,ok,ok,67.8,155/70 R13,3.23,387KG,1.11,Continental,20.6,EcoContact 6,8.22,Yaz,4.44,1526,0.97,S2W2R3B | 03H536 | 1POLYESTER | 70R1375T | 1POYAHC | 70R13,Romania,2.3,Tüpsüz,3.31
1,Ust_1.jpg,Alt_1.jpg,ok,ok,61.0,205/55 R16,6.21,91H,2.91,Continental,13.3,PremiumContact 6,6.58,Yaz,3.57,5025,1.86,S2W2R3B | 032PFY | 55R16 | AXLOAD615,,0.0,Tüpsüz,4.3
2,Ust_2.jpg,Alt_2.jpg,ok,ok,50.4,205/55 R16,4.32,91H,2.98,Kumho,9.52,EcoWing ES31,4.37,Yaz,0.99,1326,2.64,127 | LMYAEA | 205 | 55 | R16 | 91H,Korea,1.22,Tüpsüz,3.35
3,Ust_3.jpg,Alt_3.jpg,ok,ok,53.0,205/55 R16,4.24,91H,2.05,Kumho,10.28,EcoWing ES31,3.67,Yaz,0.95,1326,1.0,55R1691H | S2W2R3B | 55R16 | 127 | LMYAEA | 205,,0.0,Tüpsüz,3.26
4,Ust_4.jpg,Alt_4.jpg,ok,ok,57.2,205/55 R16,2.15,,0.0,Kumho,7.93,EcoWing ES31,3.48,,0.0,1326,1.02,55R1691H | 615KG | 127 | LMYAEA | S2W2R3B | 55R16,Korea,1.2,Tüpsüz,2.23
5,Ust_5.jpg,Alt_5.jpg,ok,ok,56.1,155/70 R13,7.17,75T,2.96,Continental,18.31,EcoContact 6,5.06,Yaz,2.75,1526,1.0,03H536 | 1POLYESTER | S2W2R3B | 70R1375T | 52W2R3B | 70R13,Romania,1.18,Tüpsüz,4.31
6,Ust_6.jpg,Alt_6.jpg,ok,ok,60.9,205/55 R16,4.11,H,1.36,Continental,17.25,PremiumContact 6,5.56,Yaz,3.53,5025,0.97,S2W2R3B | 55R1691H | 2STEE | 032PFY | 1POLYESTER | 1FOLYESTER,Czech,2.24,Tüpsüz,3.27
7,Ust_7.jpg,Alt_7.jpg,ok,ok,48.0,205/55 R16,3.12,91H,2.85,Kumho,6.98,EcoWing ES31,4.38,Yaz,1.64,,0.0,55R1691H | 127 | LMYAEA | 13261 | 205 | 55,,0.0,Tüpsüz,2.22
8,Ust_8.jpg,Alt_8.jpg,ok,ok,63.5,155/70 R13,7.3,75T,3.9,Continental,23.28,EcoContact 6,6.3,Yaz,2.75,1526,1.01,S2W2R3B | 1POLYESTER | 03H536 | 70R13 | 70R1375T | 2432551S,Romania,1.2,Tüpsüz,4.38
9,Ust_9.jpg,Alt_9.jpg,ok,ok,53.2,205/55 R16,5.43,91H,3.04,Continental,22.16,PremiumContact 6,4.95,Yaz,3.55,5025,1.85,032PFY | S2W2R3B | 55R16 | 1POLYESTER | 2STEEL | 5R16H,,0.0,Tüpsüz,3.33
10,Ust_10.jpg,Alt_10.jpg,ok,ok,56.3,205/55 R16,2.29,91H,1.12,Continental,10.09,PremiumContact 6,7.54,Yaz,4.91,5025,0.95,032PFY | S2W2R3B | 1POLYESTER | 131640S | FY5025 | 52W2R3B,Czech,2.08,Tüpsüz,4.24
11,Ust_11.jpg,Alt_11.jpg,ok,ok,64.9,155/70 R13,9.56,75T,7.05,Continental,15.45,EcoContact 6,6.65,Yaz,4.43,,0.0,70R13 | 03H536 | S2W2R3B | 14A010 | 03H53 | 1POLYESTER,Romania,2.26,Tüpsüz,2.26
12,Ust_12.jpg,Alt_12.jpg,ok,ok,50.2,205/55 R16,2.16,91H,1.01,Kumho,4.08,EcoWing ES31,5.12,Yaz,2.33,2013,1.78,127 | LMYAEA | INS | 300KPA | 44PSI | 615KG,Korea,1.11,Tüpsüz,2.22
13,Ust_13.jpg,Alt_13.jpg,ok,ok,48.6,205/55 R16,2.26,91H,2.07,Kumho,8.4,EcoWing ES31,4.56,Yaz,1.79,1326,1.78,127 | LMYAEA | 205 | S2W2R3B | 55R1691H | 615KG,,0.0,Tüpsüz,3.34
14,Ust_14.jpg,Alt_14.jpg,ok,ok,47.6,205/55 R16,3.34,91H,1.12,Continental,19.11,PremiumContact 6,4.94,Yaz,4.39,5025,2.77,032PFY | S2W2R3B | 55R1691H | 55R16 | 55R16H | 1POLYESTER,,0.0,Tüpsüz,3.32
15,Ust_15.jpg,Alt_15.jpg,ok,ok,65.7,155/70 R13,7.35,75T,3.04,Continental,20.58,EcoContact 6,8.65,Yaz,6.68,,0.0,S2W2R3B | 14A010 | 03H536 | 2S2W2R3B | 70R13 | 26603H536,Romania,1.21,Tüpsüz,4.4
16,Ust_16.jpg,Alt_16.jpg,ok,ok,80.0,155/70 R13,3.2,75T,1.1,Continental,18.1,EcoContact 6,6.55,Yaz,5.1,1526,1.9,03H536 | 70R13 | 1POLYESTER | S2W2R3B | 14A010 | 70R13T,,0.0,Tüpsüz,4.33
17,Ust_17.jpg,Alt_17.jpg,ok,ok,60.4,205/55 R16,2.21,91H,2.02,Kumho,8.45,EcoWing ES31,4.14,,0.0,,0.0,S2W2R3B | 300KPA | 44PSI | 55R1691H | 127 | LMYAEA,,0.0,Tüpsüz,2.24
18,Ust_18.jpg,Alt_18.jpg,ok,ok,68.7,185/65 R14,3.27,90H,2.07,Lassa,10.0,Multiways,7.04,4 Mevsim,11.73,0826,1.91,S2W2R3B | 4SEASON | 65R14 | 1L5063108 | MLTW2,Turkey,1.16,Tüpsüz,3.37
19,Ust_19.jpg,Alt_19.jpg,ok,ok,80.8,205/55 R16,2.24,91H,1.11,Continental,26.18,PremiumContact 6,6.29,Yaz,4.21,5025,1.85,032PFY | S2W2R3B | 1POLYESTER | 55R16H | 615KG | 51PSI,Inside,1.22,Tüpsüz,3.21
20,Ust_20.jpg,Alt_20.jpg,ok,ok,73.2,185/65 R15,4.12,88H,1.91,General Tire,6.12,EagleF1 Asymmetric 6,0.97,Yaz,1.69,2326,1.78,65R15 | CO1AD | VEIR | 2326 | 185 | 65R,,0.0,Tüpsüz,3.18
21,Ust_21.jpg,Alt_21.jpg,ok,ok,59.9,155/70 R13,10.29,75T,4.93,Continental,21.77,EcoContact 6,7.16,Yaz,5.06,,0.0,70R13 | S2W2R3B | 03H536 | 03H5361526 | 14A010 | 2432551S,Romania,2.3,Tüpsüz,4.36
22,Ust_22.jpg,Alt_22.jpg,ok,ok,69.6,155/70 R13,3.27,75T,1.11,Continental,23.07,EcoContact 6,8.79,Yaz,5.89,,0.0,S2W2R3B | 03H536 | 1POLYESTER | 14A010 | 70R13 | 03H5361526,Romania,1.22,Tüpsüz,4.36
23,Ust_23.jpg,Alt_23.jpg,ok,ok,58.2,155/70 R13,4.18,75T,2.05,Continental,20.26,EcoContact 6,6.83,Yaz,5.29,1526,1.01,03H536 | S2W2R3B | 1POLYESTER | 03H5361526 | 14A010 | 70R1375T,Romania,2.26,Tüpsüz,3.3
24,Ust_24.jpg,Alt_24.jpg,ok,ok,57.2,215/55 R17,5.24,94V,2.05,Continental,12.72,EcoContact 6,6.42,Yaz,3.43,,0.0,0333TD | 1POLYESTER | 215 | 1AF | INSIDE | 55,,0.0,Tüpsüz,3.29
25,Ust_25.jpg,Alt_25.jpg,ok,ok,64.8,185/65 R14,4.34,90H,1.07,Lassa,11.34,Multiways,7.46,4 Mevsim,13.05,0826,1.82,4SEASON | 65R14 | S2W2R3B | 1POLYESTER | MLTW2 | 1L5063108,Turkey,2.2,Tüpsüz,3.28
26,Ust_26.jpg,Alt_26.jpg,ok,ok,62.7,155/70 R13,4.12,75T,2.89,Continental,16.04,EcoContact 6,5.61,Yaz,4.27,1526,1.0,S2W2R3B | 1POLYESTER | 70R13 | 03H536 | 14A010 | COCONTACT6,,0.0,Tüpsüz,5.23
