tire_id,ust_file,alt_file,ust_status,alt_status,elapsed_s,ebat,ebat_conf,hiz_grubu,hiz_grubu_conf,marka,marka_conf,desen,desen_conf,mevsim,mevsim_conf,dot,dot_conf,ekstra_lot,uretim_yeri,uretim_yeri_conf,tup,tup_conf
base,Ust.jpg,Alt.jpg,ok,ok,27.3,155/70 R13,1.9,75T,0.96,Continental,13.52,EcoContact 6,8.2,Yaz,3.89,5122,0.73,70R13T | 24E255 | 70R1375T | 70R13 | 26603H536 | 03H536,Romania,1.01,Tüpsüz,3.65
0,Ust_0.jpg,Alt_0.jpg,ok,ok,16.7,155/70 R13,2.5,75T,0.95,Continental,20.2,EcoContact 6,12.63,Yaz,5.32,1526,0.92,03H536 | 853LB | 70R13T | 1POLYESTER | 70R13 | L30720,,0.0,Tüpsüz,4.26
1,Ust_1.jpg,Alt_1.jpg,ok,ok,15.5,205/55 R16,3.41,91H,0.69,Continental,13.4,PremiumContact 6,9.65,Yaz,4.98,5025,2.96,55R16 | 55R16H | 1HW032PFY | 55R1691H | 032PFY | 1HI032PFY,,0.0,Tüpsüz,5.85
2,Ust_2.jpg,Alt_2.jpg,ok,ok,14.7,205/55 R16,1.77,,0.0,Kumho,4.96,EcoWing ES31,10.23,Yaz,3.51,1326,0.84,127 | LMYAEA | 205 | 55R1691H | 55R16 | 55,,0.0,Tüpsüz,3.03
3,Ust_3.jpg,Alt_3.jpg,ok,ok,16.6,205/55 R16,1.69,,0.0,Kumho,9.05,EcoWing ES31,12.6,Yaz,5.11,1326,2.17,127 | LMYAEA | 55R1691H | SAFET | 205 | 55R169,,0.0,Tüpsüz,4.65
4,Ust_4.jpg,Alt_4.jpg,ok,ok,17.3,205/55 R16,1.06,543RY,0.5,Kumho,4.94,EcoWing ES31,7.58,Yaz,2.92,,0.0,55R1691H | 55R1691 | 127LMY | AEA | INS | 6192SZ,,0.0,Tüpsüz,3.28
5,Ust_5.jpg,Alt_5.jpg,ok,ok,16.2,155/70 R13,5.05,75T,2.57,Continental,12.95,EcoContact 6,7.6,Yaz,3.33,1526,1.31,70R13T | 26603H536 | 70R13 | 853LB | 70R1375T | KPA4PSI,,0.0,Tüpsüz,5.4
6,Ust_6.jpg,Alt_6.jpg,ok,ok,14.5,205/55 R16,4.16,91H,2.29,Continental,22.89,PremiumContact 6,9.77,Yaz,4.28,5025,1.4,55R16H | 032PFY | 55R1691H | 55R16 | S2WZRJB | S2W2R3B,,0.0,Tüpsüz,4.93
7,Ust_7.jpg,Alt_7.jpg,ok,ok,14.3,205/55 R16,2.11,91HJ,0.73,Kumho,3.72,EcoWing ES31,6.48,Yaz,3.13,1326,0.85,127LMYAEA | 55R169 | 300KPA144 | 55R1691H0 | R1691H | 33IPE44PSI,,0.0,Tüpsüz,3.41
8,Ust_8.jpg,Alt_8.jpg,ok,ok,18.0,155/70 R13,3.77,75T,1.74,Continental,18.2,EcoContact 6,9.82,Yaz,3.12,1526,1.73,03H536 | 70R13T | 853LB | 70R13 | 1POLYESTER | 70R1375T,,0.0,Tüpsüz,4.45
9,Ust_9.jpg,Alt_9.jpg,ok,ok,16.7,205/55 R16,1.48,H,0.39,Continental,20.43,PremiumContact 6,8.39,Yaz,4.07,5025,1.78,032PFY | 55R16 | IHI032PFY | 55R16H | 5R16H | LENTAL3,,0.0,Tüpsüz,3.46
10,Ust_10.jpg,Alt_10.jpg,ok,ok,19.9,205/55 R16,1.84,,0.0,Continental,13.41,PremiumContact 6,6.31,Yaz,2.15,5025,0.86,1POLYAMIDE | 1POLYESTER | 55R16 | 97JIMAN | 03153410D | 0V3DL,,0.0,Tüpsüz,3.52
11,Ust_11.jpg,Alt_11.jpg,ok,ok,18.2,155/70 R13,2.93,75T,0.89,Continental,19.58,EcoContact 6,10.13,Yaz,4.51,,0.0,70R1375T | 03H536 | 1POLYESTER | 70R13T | 44PSI | 2STEEL,Romania,1.06,Tüpsüz,3.02
12,Ust_12.jpg,Alt_12.jpg,ok,ok,17.0,,0.0,,0.0,General Tire,0.93,Altimax Winter 3,0.79,Yaz,0.68,1326,0.83,STEEL2 | NYLON1 | 300KPA | 44PSI | 127LMY | AEA,,0.0,Tüpsüz,2.57
13,Ust_13.jpg,Alt_13.jpg,ok,ok,17.0,205/55 R16,0.74,,0.0,Kumho,8.43,EcoWing ES31,6.99,Yaz,2.88,1326,0.86,127 | 205 | 300KPA | 55R1691H | LMYAEA | 127LMY,,0.0,Tüpsüz,3.88
14,Ust_14.jpg,Alt_14.jpg,ok,ok,18.3,205/55 R16,3.38,91H,1.69,Continental,24.46,PremiumContact 6,7.11,Yaz,3.84,5025,2.84,032PFY | 55R16H | 55R16 | 55R1691H | 032PFY5025 | S26686,,0.0,Tüpsüz,4.75
15,Ust_15.jpg,Alt_15.jpg,ok,ok,19.1,155/70 R13,4.28,75T,1.71,Continental,19.42,EcoContact 6,12.92,Yaz,5.61,1526,0.86,1POLYESTER | 1POLYAMIDE | 03H536 | 44PSI | 2STEEL | 70R13,,0.0,Tüpsüz,4.61
16,Ust_16.jpg,Alt_16.jpg,ok,ok,18.6,155/70 R13,1.22,,0.0,Continental,24.47,EcoContact 6,12.07,Yaz,5.39,1526,3.03,03H536 | 1POLYESTER | 70R1375T | 2STEEL | 853LB | 44PSI,,0.0,Tüpsüz,5.33
17,Ust_17.jpg,Alt_17.jpg,ok,ok,16.2,,0.0,,0.0,Kumho,7.03,EcoWing ES31,9.81,Yaz,3.25,,0.0,127LMY | AEA | 205 | 55R1 | BEKDNE | ARAOON,,0.0,Tüpsüz,3.85
18,Ust_18.jpg,Alt_18.jpg,ok,ok,17.5,185/65 R14,2.63,90H,0.64,Lassa,10.15,Multiways,11.18,4 Mevsim,13.81,0826,2.14,65R14 | MLTW2 | 1POLYESTER | 1323IB | 4SEASON | 4OPSI275KP,Turkey,1.06,Tüpsüz,4.97
19,Ust_19.jpg,Alt_19.jpg,ok,ok,19.0,205/55 R16,3.2,91H,1.76,Continental,23.93,PremiumContact 6,11.0,Yaz,4.68,5025,1.98,032PFY | 1POLYESTER | 55R16H | 55R16 | 1POLYAMIDE | 1356LB,Inside,1.32,Tüpsüz,4.63
20,Ust_20.jpg,Alt_20.jpg,ok,ok,45.5,185/65 R15,5.13,88H,0.89,General Tire,6.63,Altimax One,2.43,Yaz,5.66,2326,1.96,65R15 | 51PSI | 1235IBS | CO1AO | 560KG | TEMPER,,0.0,Tüpsüz,2.7
21,Ust_21.jpg,Alt_21.jpg,ok,ok,18.0,155/70 R13,4.69,75T,0.95,Continental,18.06,EcoContact 6,14.82,Yaz,5.95,1526,1.09,03H536 | 70R1375T | 1POLYAMIDE | 387KG | 70R13 | 70R13T,Romania,1.04,Tüpsüz,3.87
22,Ust_22.jpg,Alt_22.jpg,ok,ok,17.4,155/70 R13,2.0,,0.0,Continental,20.23,EcoContact 6,11.08,Yaz,4.57,1526,0.84,03H536 | 1POLYAMIDE | 1POLYESTER | 2STEEL | 70R1375T | 52W2RJB,,0.0,Tüpsüz,3.55
23,Ust_23.jpg,Alt_23.jpg,ok,ok,17.8,155/70 R13,1.83,75T,0.93,Continental,19.63,EcoContact 6,11.07,Yaz,5.31,1526,0.84,03H536 | 1POLYESTER | 1POLYAMIDE | 853LB | 44PSI | 70R13,,0.0,Tüpsüz,2.78
24,Ust_24.jpg,Alt_24.jpg,ok,ok,19.8,215/55 R17,1.65,94V,0.56,Continental,10.41,EcoContact 6,5.43,Yaz,2.62,2013,1.59,1POLYESTER | 43153470D | 55R1794V | 0333TD | NTACT6 | 1AF033,,0.0,Tüpsüz,3.79
25,Ust_25.jpg,Alt_25.jpg,ok,ok,45.4,185/65 R14,5.04,90H,1.52,Lassa,13.19,Multiways 2,12.44,4 Mevsim,21.09,0826,2.93,65R14 | 4SEASON | MLTW2 | MULTIWAYS2 | L0AD600KG | 1323IB,Turkey,2.74,Tüpsüz,5.29
26,Ust_26.jpg,Alt_26.jpg,ok,ok,17.3,155/70 R13,1.01,75T,0.93,Continental,16.74,AllSeasonContact 2,5.87,Yaz,2.29,1526,1.53,1POLYESTER | 70R13 | 387KG | 853LB | 4A010 | PSIQ7S,,0.0,Tüpsüz,3.62
27,Ust_27.jpg,Alt_27.jpg,ok,ok,15.3,205/55 R16,1.03,,0.0,General Tire,1.63,Altimax Winter 3,1.42,,0.0,1826,0.87,127LMYAEA | 55R1691H | 127LMY | AEA | 2R3B | 127,,0.0,Tüpsüz,3.45
28,Ust_28.jpg,Alt_28.jpg,ok,ok,15.1,155/70 R13,4.82,75T,2.31,Continental,18.43,EcoContact 6,12.43,Yaz,5.72,1526,0.99,03H536 | 70R13 | 70R13T | 2L3255 | 853LB | S2W2R3B,Romania,1.95,Tüpsüz,4.53
29,Ust_29.jpg,Alt_29.jpg,ok,ok,16.0,215/55 R17,1.05,94V,0.97,Continental,7.62,EcoContact 6,6.84,Yaz,2.76,2013,1.68,1AF033 | 0333TD | 55R17 | 1POLYESTER | 2013 | F00201,,0.0,Tüpsüz,3.36
