tire_id,ust_file,alt_file,ust_status,alt_status,elapsed_s,ebat,ebat_conf,hiz_grubu,hiz_grubu_conf,marka,marka_conf,desen,desen_conf,mevsim,mevsim_conf,dot,dot_conf,ekstra_lot,uretim_yeri,uretim_yeri_conf,tup,tup_conf
88,Ust_88.jpg,Alt_88.jpg,ok,ok,19.0,185/65 R14,5.43,86H,3.71,Crosswind,3.04,Comfort Peak,5.51,,0.0,1026,4.53,65R14 | RIM51 | LL243826 | 44PSI | 1NYLON | V2R3B,Serbia,1.91,Tüpsüz,4.69
89,Ust_89.jpg,Alt_89.jpg,okunamadi,ok,12.0,195/50 R15,3.41,82V,3.13,General Tire,1.52,Ventus Prime 4,1.01,Yaz,0.91,1926,1.35,50R15 | LOAD475KG | 1047LBS | 3C0IKCA | S2W2R3B | WBE0EEE,Turkiye,1.88,Tüpsüz,2.87
90,Ust_90.jpg,Alt_90.jpg,ok,ok,18.4,175/65 R14,3.16,86T,1.45,General Tire,6.17,Quattro,2.1,4 Mevsim,1.93,48EX UATTRO 2NW2 ASEASO NS 175 65R148 6T,1.03,65R14 | 65R1486T | 50R15 | 2STEEL | 1NYLON | LOAD530KG,Tuf,1.03,Tüpsüz,1.93
91,Ust_91.jpg,Alt_91.jpg,ok,ok,19.0,175/65 R14,4.69,86T,2.88,Lassa,4.08,Quattro,3.05,4 Mevsim,1.65,0226,2.78,65R14 | 8KX082 | 205155R16 | 55R16 | 2NW20526 | 2STEEL,,0.0,Tüpsüz,4.83
92,Ust_92.jpg,Alt_92.jpg,ok,ok,18.5,,0.0,,0.0,Continental,4.08,AllSeasonContact 2,3.91,4 Mevsim,1.34,0526,0.95,60R15HX | 60R1583H | ICN034ULT | OOTS1VO | 60R15HXL | 60R1588H,,0.0,Tüpsüz,1.9
93,Ust_93.jpg,Alt_93.jpg,ok,okunamadi,9.7,185/60 R88,0.61,,0.0,Continental,9.92,AllSeasonContact 2,6.81,4 Mevsim,5.17,,0.0,034ULT | ICN034ULT | S2H2R3B | 60R158 | 1CN034ULT | NTINENTAL3,,0.0,Tüpsüz,1.64
94,Ust_94.jpg,Alt_94.jpg,ok,ok,21.0,185/60 R15,0.64,88H,0.6,Continental,12.94,AllSeasonContact 2,5.95,4 Mevsim,4.95,0526,3.12,034ULT | 60R1588H | 60R15HXL | CN034UL | ICN034ULT | ONTACT2,,0.0,Tüpsüz,1.03
95,Ust_95.jpg,Alt_95.jpg,ok,ok,14.4,185/60 R15,3.18,88H,1.06,Continental,12.65,AllSeasonContact 2,9.83,4 Mevsim,6.07,0526,3.1,60R15HXL | 60R1588H | 034ULT | 60R15HZ | 60R15H2 | ICN034ULT,,0.0,Tüpsüz,1.67
96,Ust_96.jpg,Alt_96.jpg,ok,ok,18.5,185/60 R15,2.52,88H,1.55,Continental,16.34,AllSeasonContact 2,11.26,4 Mevsim,7.45,NTINEN TALS 04 02,0.98,S2W2R3B | 034ULT | 60R1588H | 60R15HXL | CN034ULT | 60R1588HM,,0.0,Tüpsüz,3.63
97,Ust_97.jpg,Alt_97.jpg,ok,okunamadi,9.4,185/60 R15,1.59,88H,1.46,Continental,8.28,AllSeasonContact 2,3.47,4 Mevsim,2.84,2825,0.48,60R1588H | 60R15HXL | TINENTAL3 | ICN034ULT | 034ULT | D70247949,,0.0,Tüpsüz,1.92
98,Ust_98.jpg,Alt_98.jpg,ok,ok,21.1,195/50 R15,2.25,82V,2.07,Hankook,0.59,Ventus Prime 4,1.27,Yaz,0.61,1526,2.93,50R15 | L0AD475KG | 3047LBS | A300KFA | AT300KFA | S2M2RJB,,0.0,Tüpsüz,2.65
99,Ust_99.jpg,Alt_99.jpg,okunamadi,ok,4.8,,0.0,,0.0,Nexen,0.36,Winguard Sport 2,0.79,,0.0,,0.0,,,0.0,,0.0
100,Ust_100.jpg,Alt_100.jpg,okunamadi,ok,7.5,205/55 R16,1.65,A,0.48,Nexen,3.32,AllSeasonContact 2,0.64,4 Mevsim,0.58,0226,2.79,8KX082 | 55R16 | 155R16 | T350KPO | RA2IAAL | I55R16,,0.0,Tüpsüz,1.77
101,Ust_101.jpg,Alt_101.jpg,ok,okunamadi,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0
102,Ust_102.jpg,Alt_102.jpg,ok,ok,14.4,205/55 R16,6.8,91V,1.53,Lassa,5.74,Competus H/L 2,1.42,,0.0,0226,2.82,55R16 | 8KX082 | 0278KX082 | 8KX08Z | 1PCLYESTER | S2H2R3B,,0.0,Tüpsüz,2.99
103,Ust_103.jpg,Alt_103.jpg,okunamadi,ok,8.6,205/55 R16,2.46,,0.0,Nexen,3.53,Winguard Sport 2,2.24,,0.0,0226,2.73,8KX082 | 55R16 | 1POLYESTER | LOAD615K9 | 1356IB | TPE4D,,0.0,Tüpsüz,1.67
104,Ust_104.jpg,Alt_104.jpg,ok,ok,15.5,205/55 R16,5.1,91V,0.97,Lassa,9.26,Multiways 2,1.42,,0.0,0226,2.94,55R16 | 8KX082 | 8KX08Z | 13561B | 2W2R3B | T350KP0,,0.0,Tüpsüz,3.31
105,Ust_105.jpg,Alt_105.jpg,ok,okunamadi,6.6,205/55 R16,3.76,T,0.63,Lassa,1.93,Multiways 2,0.79,,0.0,,0.0,55R16 | 8KX082 | 389S2W2R38 | 02718KX082 | 4389S2W2R3 | 6ALIICI,,0.0,Tüpsüz,1.49
106,Ust_106.jpg,Alt_106.jpg,ok,ok,20.0,195/50 R15,2.13,82V,1.96,Lassa,6.31,Snoways 3,2.84,Yaz,1.61,1926,2.45,8KX082 | 1047LBS | 50R15 | 55R16 | S2W2R3B | AT3OO,Turkiye,1.92,Tüpsüz,3.97
107,Ust_107.jpg,Alt_107.jpg,okunamadi,ok,8.0,195/50 R15,4.53,,0.0,Hankook,1.97,Ventus Prime 4,4.65,Yaz,2.05,5015,0.9,50R15 | SEDU5,,0.0,Tüpsüz,5.76
108,Ust_108.jpg,Alt_108.jpg,ok,ok,21.1,,0.0,,0.0,Kumho,2.45,,0.0,,0.0,2013,2.16,DOT1Y0 | 65R148 | POLYESTER1 | 1168LBS | 65R14 | 5541592D,,0.0,,0.0
109,Ust_109.jpg,Alt_109.jpg,okunamadi,ok,24.5,,0.0,,0.0,Kumho,2.45,,0.0,,0.0,2013,2.16,DOT1Y0 | 65R148 | POLYESTER1 | 1168LBS | 65R14 | 5541592D,,0.0,,0.0
110,Ust_110.jpg,Alt_110.jpg,ok,ok,15.4,,0.0,,0.0,Kumho,2.45,,0.0,,0.0,2013,2.16,DOT1Y0 | 65R148 | POLYESTER1 | 1168LBS | 65R14 | 5541592D,,0.0,,0.0
111,Ust_111.jpg,Alt_111.jpg,ok,ok,10.8,,0.0,,0.0,Kumho,2.45,,0.0,,0.0,2013,2.16,DOT1Y0 | 65R148 | POLYESTER1 | 1168LBS | 65R14 | 5541592D,,0.0,,0.0
112,Ust_112.jpg,Alt_112.jpg,ok,ok,11.2,185/65 R14,0.97,86H,0.9,Kumho,8.86,,0.0,4 Mevsim,1.57,1Y09LY A8J,1.07,9LYA8J | 65R1486H | 51PSI | CTA21 | LOAD530KG | 1168IBS,Wwwkumhotie,0.8,Tüpsüz,1.57
113,Ust_113.jpg,Alt_113.jpg,ok,ok,11.4,,0.0,,0.0,Kumho,7.33,Solus TA31,2.8,4 Mevsim,0.9,1Y0 SLYA8J SAFETY WA KUMHO,1.05,65R1486H | STA21 | SLYA8J | 65R1486 | DOT1Y0 | R146R,,0.0,Tüpsüz,1.46
114,Ust_114.jpg,Alt_114.jpg,okunamadi,okunamadi,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0
115,Ust_115.jpg,Alt_115.jpg,ok,ok,14.1,185/65 R14,4.47,86H,2.06,Crosswind,3.74,Comfort Peak,6.16,,0.0,1026,2.11,65R14 | LL243826 | RIM51 | 6LL410 | 1L243826 | 1NYLON,Serbia,2.85,Tüpsüz,6.07
116,Ust_116.jpg,Alt_116.jpg,ok,ok,53.0,195/50 R15,3.47,82V,3.18,Hankook,1.04,Ventus Prime 4,4.29,Yaz,1.07,1926,2.14,50R15 | S2W2R3B | LOAD475KG | 1047LBS | 1027LBS | 8S2W2R3B,Turkiye,1.01,Tüpsüz,3.1
117,Ust_117.jpg,Alt_117.jpg,okunamadi,okunamadi,0.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0
